2018-10-07 21:46,xcwjb01,南充,4.5,非常好看，不过那天出了点意外
2018-10-07 12:08,莳緔月影,襄阳,4,hold他透镜你查该拉来哈1斤个家来叫锕巴拉克112
2018-10-07 12:02,麦兜兜,成都,4.5,剧情精彩，扣人心弦
2018-10-07 11:55,十里温暖,邢台,5,特效做的很好，里头还有很多笑点，不过马思纯的造型吐槽一下，眉毛实在不能看，还有最后阮经天的
2018-10-07 11:34,hqf11,常州,4.5,看了以后不错
2018-10-07 13:22,jZf230916818,涉县,5,很不错，方便快捷
2018-10-07 13:22,Bwh4032603,新乡,3,这个还没有前一部好看
2018-10-07 13:04,yerui140,上饶,3.5,武侠风，打斗场面可以。
2018-10-07 12:59,Kwz241335430,盐城,4,可以，好看给力
2018-10-07 12:49,hjj810,菏泽,4,感觉还不如上一部的好 这个看上去是特效多了点 没了狄仁杰断案如神的情节
2018-10-07 12:49,Ner905966957,富顺,4,还行！！！！
2018-10-07 12:44,yWD191839984,开封,5,完美演绎推理
2018-10-07 12:37,躞蹀z,合肥,2.5,……冲着主演们去的
2018-10-07 12:30,QiC748334142,济南,3.5,特技不错，尤其最后高潮部分的特技！就是剧情悬念不足，感觉大不如之前几部了…
2018-10-07 12:19,乐此不疲jc,宁乡,4.5,7分给主演。2分给题材情怀。
2018-10-07 12:08,莳緔月影,襄阳,4,hold他透镜你查该拉来哈1斤个家来叫锕巴拉克112
2018-10-07 12:02,麦兜兜,成都,4.5,剧情精彩，扣人心弦
2018-10-07 11:55,十里温暖,邢台,5,特效做的很好，里头还有很多笑点，不过马思纯的造型吐槽一下，眉毛实在不能看，还有最后阮经天的
2018-10-07 11:34,hqf11,常州,4.5,看了以后不错
2018-10-07 11:34,cpc0773465902213,南沙,5,不错，，，，，
2018-10-07 13:22,Bwh4032603,新乡,3,这个还没有前一部好看
2018-10-07 13:04,yerui140,上饶,3.5,武侠风，打斗场面可以。
2018-10-07 12:59,Kwz241335430,盐城,4,可以，好看给力
2018-10-07 12:49,hjj810,菏泽,4,感觉还不如上一部的好 这个看上去是特效多了点 没了狄仁杰断案如神的情节
2018-10-07 12:49,Ner905966957,富顺,4,还行！！！！
2018-10-07 12:44,yWD191839984,开封,5,完美演绎推理
2018-10-07 12:37,躞蹀z,合肥,2.5,……冲着主演们去的
2018-10-07 12:30,QiC748334142,济南,3.5,特技不错，尤其最后高潮部分的特技！就是剧情悬念不足，感觉大不如之前几部了…
2018-10-07 12:19,乐此不疲jc,宁乡,4.5,7分给主演。2分给题材情怀。
2018-10-07 12:08,莳緔月影,襄阳,4,hold他透镜你查该拉来哈1斤个家来叫锕巴拉克112
2018-10-07 12:02,麦兜兜,成都,4.5,剧情精彩，扣人心弦
2018-10-07 11:55,十里温暖,邢台,5,特效做的很好，里头还有很多笑点，不过马思纯的造型吐槽一下，眉毛实在不能看，还有最后阮经天的
2018-10-07 11:34,hqf11,常州,4.5,看了以后不错
2018-10-07 11:34,cpc0773465902213,南沙,5,不错，，，，，
2018-10-07 11:34,EPU973046468,重庆,3,一般。。。。。。
2018-10-07 13:04,yerui140,上饶,3.5,武侠风，打斗场面可以。
2018-10-07 12:59,Kwz241335430,盐城,4,可以，好看给力
2018-10-07 12:49,hjj810,菏泽,4,感觉还不如上一部的好 这个看上去是特效多了点 没了狄仁杰断案如神的情节
2018-10-07 12:49,Ner905966957,富顺,4,还行！！！！
2018-10-07 12:44,yWD191839984,开封,5,完美演绎推理
2018-10-07 12:37,躞蹀z,合肥,2.5,……冲着主演们去的
2018-10-07 12:30,QiC748334142,济南,3.5,特技不错，尤其最后高潮部分的特技！就是剧情悬念不足，感觉大不如之前几部了…
2018-10-07 12:19,乐此不疲jc,宁乡,4.5,7分给主演。2分给题材情怀。
2018-10-07 12:08,莳緔月影,襄阳,4,hold他透镜你查该拉来哈1斤个家来叫锕巴拉克112
2018-10-07 12:02,麦兜兜,成都,4.5,剧情精彩，扣人心弦
2018-10-07 11:55,十里温暖,邢台,5,特效做的很好，里头还有很多笑点，不过马思纯的造型吐槽一下，眉毛实在不能看，还有最后阮经天的
2018-10-07 11:34,hqf11,常州,4.5,看了以后不错
2018-10-07 11:34,cpc0773465902213,南沙,5,不错，，，，，
2018-10-07 11:34,EPU973046468,重庆,3,一般。。。。。。
2018-10-07 11:33,SlH274350205,永康,5,好看。。。。。
2018-10-07 12:59,Kwz241335430,盐城,4,可以，好看给力
2018-10-07 12:49,hjj810,菏泽,4,感觉还不如上一部的好 这个看上去是特效多了点 没了狄仁杰断案如神的情节
2018-10-07 12:49,Ner905966957,富顺,4,还行！！！！
2018-10-07 12:44,yWD191839984,开封,5,完美演绎推理
2018-10-07 12:37,躞蹀z,合肥,2.5,……冲着主演们去的
2018-10-07 12:30,QiC748334142,济南,3.5,特技不错，尤其最后高潮部分的特技！就是剧情悬念不足，感觉大不如之前几部了…
2018-10-07 12:19,乐此不疲jc,宁乡,4.5,7分给主演。2分给题材情怀。
2018-10-07 12:08,莳緔月影,襄阳,4,hold他透镜你查该拉来哈1斤个家来叫锕巴拉克112
2018-10-07 12:02,麦兜兜,成都,4.5,剧情精彩，扣人心弦
2018-10-07 11:55,十里温暖,邢台,5,特效做的很好，里头还有很多笑点，不过马思纯的造型吐槽一下，眉毛实在不能看，还有最后阮经天的
2018-10-07 11:34,hqf11,常州,4.5,看了以后不错
2018-10-07 11:34,cpc0773465902213,南沙,5,不错，，，，，
2018-10-07 11:34,EPU973046468,重庆,3,一般。。。。。。
2018-10-07 11:33,SlH274350205,永康,5,好看。。。。。
2018-10-07 11:27,月半仙人啊,岳阳,3,无厘头的情节
2018-10-07 12:49,hjj810,菏泽,4,感觉还不如上一部的好 这个看上去是特效多了点 没了狄仁杰断案如神的情节
2018-10-07 12:49,Ner905966957,富顺,4,还行！！！！
2018-10-07 12:44,yWD191839984,开封,5,完美演绎推理
2018-10-07 12:37,躞蹀z,合肥,2.5,……冲着主演们去的
2018-10-07 12:30,QiC748334142,济南,3.5,特技不错，尤其最后高潮部分的特技！就是剧情悬念不足，感觉大不如之前几部了…
2018-10-07 12:19,乐此不疲jc,宁乡,4.5,7分给主演。2分给题材情怀。
2018-10-07 12:08,莳緔月影,襄阳,4,hold他透镜你查该拉来哈1斤个家来叫锕巴拉克112
2018-10-07 12:02,麦兜兜,成都,4.5,剧情精彩，扣人心弦
2018-10-07 11:55,十里温暖,邢台,5,特效做的很好，里头还有很多笑点，不过马思纯的造型吐槽一下，眉毛实在不能看，还有最后阮经天的
2018-10-07 11:34,hqf11,常州,4.5,看了以后不错
2018-10-07 11:34,cpc0773465902213,南沙,5,不错，，，，，
2018-10-07 11:34,EPU973046468,重庆,3,一般。。。。。。
2018-10-07 11:33,SlH274350205,永康,5,好看。。。。。
2018-10-07 11:27,月半仙人啊,岳阳,3,无厘头的情节
2018-10-07 11:18,钱米西,湖州,4,没以前好看了啊唉
2018-10-07 12:49,Ner905966957,富顺,4,还行！！！！
2018-10-07 12:44,yWD191839984,开封,5,完美演绎推理
2018-10-07 12:37,躞蹀z,合肥,2.5,……冲着主演们去的
2018-10-07 12:30,QiC748334142,济南,3.5,特技不错，尤其最后高潮部分的特技！就是剧情悬念不足，感觉大不如之前几部了…
2018-10-07 12:19,乐此不疲jc,宁乡,4.5,7分给主演。2分给题材情怀。
2018-10-07 12:08,莳緔月影,襄阳,4,hold他透镜你查该拉来哈1斤个家来叫锕巴拉克112
2018-10-07 12:02,麦兜兜,成都,4.5,剧情精彩，扣人心弦
2018-10-07 11:55,十里温暖,邢台,5,特效做的很好，里头还有很多笑点，不过马思纯的造型吐槽一下，眉毛实在不能看，还有最后阮经天的
2018-10-07 11:34,hqf11,常州,4.5,看了以后不错
2018-10-07 11:34,cpc0773465902213,南沙,5,不错，，，，，
2018-10-07 11:34,EPU973046468,重庆,3,一般。。。。。。
2018-10-07 11:33,SlH274350205,永康,5,好看。。。。。
2018-10-07 11:27,月半仙人啊,岳阳,3,无厘头的情节
2018-10-07 11:18,钱米西,湖州,4,没以前好看了啊唉
2018-10-07 11:17,zxm19950405,北京,5,非常喜欢的啦
2018-10-07 12:44,yWD191839984,开封,5,完美演绎推理
2018-10-07 12:37,躞蹀z,合肥,2.5,……冲着主演们去的
2018-10-07 12:30,QiC748334142,济南,3.5,特技不错，尤其最后高潮部分的特技！就是剧情悬念不足，感觉大不如之前几部了…
2018-10-07 12:19,乐此不疲jc,宁乡,4.5,7分给主演。2分给题材情怀。
2018-10-07 12:08,莳緔月影,襄阳,4,hold他透镜你查该拉来哈1斤个家来叫锕巴拉克112
2018-10-07 12:02,麦兜兜,成都,4.5,剧情精彩，扣人心弦
2018-10-07 11:55,十里温暖,邢台,5,特效做的很好，里头还有很多笑点，不过马思纯的造型吐槽一下，眉毛实在不能看，还有最后阮经天的
2018-10-07 11:34,hqf11,常州,4.5,看了以后不错
2018-10-07 11:34,cpc0773465902213,南沙,5,不错，，，，，
2018-10-07 11:34,EPU973046468,重庆,3,一般。。。。。。
2018-10-07 11:33,SlH274350205,永康,5,好看。。。。。
2018-10-07 11:27,月半仙人啊,岳阳,3,无厘头的情节
2018-10-07 11:18,钱米西,湖州,4,没以前好看了啊唉
2018-10-07 11:17,zxm19950405,北京,5,非常喜欢的啦
2018-10-07 11:13,无语了天,慈溪,5,太好看啦。牛逼class。
2018-10-07 12:37,躞蹀z,合肥,2.5,……冲着主演们去的
2018-10-07 12:30,QiC748334142,济南,3.5,特技不错，尤其最后高潮部分的特技！就是剧情悬念不足，感觉大不如之前几部了…
2018-10-07 12:19,乐此不疲jc,宁乡,4.5,7分给主演。2分给题材情怀。
2018-10-07 12:08,莳緔月影,襄阳,4,hold他透镜你查该拉来哈1斤个家来叫锕巴拉克112
2018-10-07 12:02,麦兜兜,成都,4.5,剧情精彩，扣人心弦
2018-10-07 11:55,十里温暖,邢台,5,特效做的很好，里头还有很多笑点，不过马思纯的造型吐槽一下，眉毛实在不能看，还有最后阮经天的
2018-10-07 11:34,hqf11,常州,4.5,看了以后不错
2018-10-07 11:34,cpc0773465902213,南沙,5,不错，，，，，
2018-10-07 11:34,EPU973046468,重庆,3,一般。。。。。。
2018-10-07 11:33,SlH274350205,永康,5,好看。。。。。
2018-10-07 11:27,月半仙人啊,岳阳,3,无厘头的情节
2018-10-07 11:18,钱米西,湖州,4,没以前好看了啊唉
2018-10-07 11:17,zxm19950405,北京,5,非常喜欢的啦
2018-10-07 11:13,无语了天,慈溪,5,太好看啦。牛逼class。
2018-10-07 10:58,spacejinn,常熟,3.5,还是喜欢第一部的悬疑剧情，好演员倒是不少，马思纯是注定要挑大梁的天后级人物
2018-10-07 12:30,QiC748334142,济南,3.5,特技不错，尤其最后高潮部分的特技！就是剧情悬念不足，感觉大不如之前几部了…
2018-10-07 12:19,乐此不疲jc,宁乡,4.5,7分给主演。2分给题材情怀。
2018-10-07 12:08,莳緔月影,襄阳,4,hold他透镜你查该拉来哈1斤个家来叫锕巴拉克112
2018-10-07 12:02,麦兜兜,成都,4.5,剧情精彩，扣人心弦
2018-10-07 11:55,十里温暖,邢台,5,特效做的很好，里头还有很多笑点，不过马思纯的造型吐槽一下，眉毛实在不能看，还有最后阮经天的
2018-10-07 11:34,hqf11,常州,4.5,看了以后不错
2018-10-07 11:34,cpc0773465902213,南沙,5,不错，，，，，
2018-10-07 11:34,EPU973046468,重庆,3,一般。。。。。。
2018-10-07 11:33,SlH274350205,永康,5,好看。。。。。
2018-10-07 11:27,月半仙人啊,岳阳,3,无厘头的情节
2018-10-07 11:18,钱米西,湖州,4,没以前好看了啊唉
2018-10-07 11:17,zxm19950405,北京,5,非常喜欢的啦
2018-10-07 11:13,无语了天,慈溪,5,太好看啦。牛逼class。
2018-10-07 10:58,spacejinn,常熟,3.5,还是喜欢第一部的悬疑剧情，好演员倒是不少，马思纯是注定要挑大梁的天后级人物
2018-10-07 10:57,SHNGU,湘潭,0.5,烂啊，真的烂
2018-10-07 12:19,乐此不疲jc,宁乡,4.5,7分给主演。2分给题材情怀。
2018-10-07 12:08,莳緔月影,襄阳,4,hold他透镜你查该拉来哈1斤个家来叫锕巴拉克112
2018-10-07 12:02,麦兜兜,成都,4.5,剧情精彩，扣人心弦
2018-10-07 11:55,十里温暖,邢台,5,特效做的很好，里头还有很多笑点，不过马思纯的造型吐槽一下，眉毛实在不能看，还有最后阮经天的
2018-10-07 11:34,hqf11,常州,4.5,看了以后不错
2018-10-07 11:34,cpc0773465902213,南沙,5,不错，，，，，
2018-10-07 11:34,EPU973046468,重庆,3,一般。。。。。。
2018-10-07 11:33,SlH274350205,永康,5,好看。。。。。
2018-10-07 11:27,月半仙人啊,岳阳,3,无厘头的情节
2018-10-07 11:18,钱米西,湖州,4,没以前好看了啊唉
2018-10-07 11:17,zxm19950405,北京,5,非常喜欢的啦
2018-10-07 11:13,无语了天,慈溪,5,太好看啦。牛逼class。
2018-10-07 10:58,spacejinn,常熟,3.5,还是喜欢第一部的悬疑剧情，好演员倒是不少，马思纯是注定要挑大梁的天后级人物
2018-10-07 10:57,SHNGU,湘潭,0.5,烂啊，真的烂
2018-10-07 10:52,可爱的Nikki,上海,4,挺好，无功无过
2018-10-07 12:08,莳緔月影,襄阳,4,hold他透镜你查该拉来哈1斤个家来叫锕巴拉克112
2018-10-07 12:02,麦兜兜,成都,4.5,剧情精彩，扣人心弦
2018-10-07 11:55,十里温暖,邢台,5,特效做的很好，里头还有很多笑点，不过马思纯的造型吐槽一下，眉毛实在不能看，还有最后阮经天的
2018-10-07 11:34,hqf11,常州,4.5,看了以后不错
2018-10-07 11:34,cpc0773465902213,南沙,5,不错，，，，，
2018-10-07 11:34,EPU973046468,重庆,3,一般。。。。。。
2018-10-07 11:33,SlH274350205,永康,5,好看。。。。。
2018-10-07 11:27,月半仙人啊,岳阳,3,无厘头的情节
2018-10-07 11:18,钱米西,湖州,4,没以前好看了啊唉
2018-10-07 11:17,zxm19950405,北京,5,非常喜欢的啦
2018-10-07 11:13,无语了天,慈溪,5,太好看啦。牛逼class。
2018-10-07 10:58,spacejinn,常熟,3.5,还是喜欢第一部的悬疑剧情，好演员倒是不少，马思纯是注定要挑大梁的天后级人物
2018-10-07 10:57,SHNGU,湘潭,0.5,烂啊，真的烂
2018-10-07 10:52,可爱的Nikki,上海,4,挺好，无功无过
2018-10-07 10:46,_tencent70520979,上海,4,挺好看的啊啊啊啊
2018-10-07 12:02,麦兜兜,成都,4.5,剧情精彩，扣人心弦
2018-10-07 11:55,十里温暖,邢台,5,特效做的很好，里头还有很多笑点，不过马思纯的造型吐槽一下，眉毛实在不能看，还有最后阮经天的
2018-10-07 11:34,hqf11,常州,4.5,看了以后不错
2018-10-07 11:34,cpc0773465902213,南沙,5,不错，，，，，
2018-10-07 11:34,EPU973046468,重庆,3,一般。。。。。。
2018-10-07 11:33,SlH274350205,永康,5,好看。。。。。
2018-10-07 11:27,月半仙人啊,岳阳,3,无厘头的情节
2018-10-07 11:18,钱米西,湖州,4,没以前好看了啊唉
2018-10-07 11:17,zxm19950405,北京,5,非常喜欢的啦
2018-10-07 11:13,无语了天,慈溪,5,太好看啦。牛逼class。
2018-10-07 10:58,spacejinn,常熟,3.5,还是喜欢第一部的悬疑剧情，好演员倒是不少，马思纯是注定要挑大梁的天后级人物
2018-10-07 10:57,SHNGU,湘潭,0.5,烂啊，真的烂
2018-10-07 10:52,可爱的Nikki,上海,4,挺好，无功无过
2018-10-07 10:46,_tencent70520979,上海,4,挺好看的啊啊啊啊
2018-10-07 10:38,Oab302580442,乐清,5,电影不错，值得一看
2018-10-07 11:55,十里温暖,邢台,5,特效做的很好，里头还有很多笑点，不过马思纯的造型吐槽一下，眉毛实在不能看，还有最后阮经天的
2018-10-07 11:34,hqf11,常州,4.5,看了以后不错
2018-10-07 11:34,cpc0773465902213,南沙,5,不错，，，，，
2018-10-07 11:34,EPU973046468,重庆,3,一般。。。。。。
2018-10-07 11:33,SlH274350205,永康,5,好看。。。。。
2018-10-07 11:27,月半仙人啊,岳阳,3,无厘头的情节
2018-10-07 11:18,钱米西,湖州,4,没以前好看了啊唉
2018-10-07 11:17,zxm19950405,北京,5,非常喜欢的啦
2018-10-07 11:13,无语了天,慈溪,5,太好看啦。牛逼class。
2018-10-07 10:58,spacejinn,常熟,3.5,还是喜欢第一部的悬疑剧情，好演员倒是不少，马思纯是注定要挑大梁的天后级人物
2018-10-07 10:57,SHNGU,湘潭,0.5,烂啊，真的烂
2018-10-07 10:52,可爱的Nikki,上海,4,挺好，无功无过
2018-10-07 10:46,_tencent70520979,上海,4,挺好看的啊啊啊啊
2018-10-07 10:38,Oab302580442,乐清,5,电影不错，值得一看
2018-10-07 10:28,_qq6tv1417101348,新乡,4,不定的是真的没有办法啊？我的梦想
2018-10-07 11:34,hqf11,常州,4.5,看了以后不错
2018-10-07 11:34,cpc0773465902213,南沙,5,不错，，，，，
2018-10-07 11:34,EPU973046468,重庆,3,一般。。。。。。
2018-10-07 11:33,SlH274350205,永康,5,好看。。。。。
2018-10-07 11:27,月半仙人啊,岳阳,3,无厘头的情节
2018-10-07 11:18,钱米西,湖州,4,没以前好看了啊唉
2018-10-07 11:17,zxm19950405,北京,5,非常喜欢的啦
2018-10-07 11:13,无语了天,慈溪,5,太好看啦。牛逼class。
2018-10-07 10:58,spacejinn,常熟,3.5,还是喜欢第一部的悬疑剧情，好演员倒是不少，马思纯是注定要挑大梁的天后级人物
2018-10-07 10:57,SHNGU,湘潭,0.5,烂啊，真的烂
2018-10-07 10:52,可爱的Nikki,上海,4,挺好，无功无过
2018-10-07 10:46,_tencent70520979,上海,4,挺好看的啊啊啊啊
2018-10-07 10:38,Oab302580442,乐清,5,电影不错，值得一看
2018-10-07 10:28,_qq6tv1417101348,新乡,4,不定的是真的没有办法啊？我的梦想
2018-10-07 10:28,cJh949217717,北京,3,没想象中的好
2018-10-07 11:34,cpc0773465902213,南沙,5,不错，，，，，
2018-10-07 11:34,EPU973046468,重庆,3,一般。。。。。。
2018-10-07 11:33,SlH274350205,永康,5,好看。。。。。
2018-10-07 11:27,月半仙人啊,岳阳,3,无厘头的情节
2018-10-07 11:18,钱米西,湖州,4,没以前好看了啊唉
2018-10-07 11:17,zxm19950405,北京,5,非常喜欢的啦
2018-10-07 11:13,无语了天,慈溪,5,太好看啦。牛逼class。
2018-10-07 10:58,spacejinn,常熟,3.5,还是喜欢第一部的悬疑剧情，好演员倒是不少，马思纯是注定要挑大梁的天后级人物
2018-10-07 10:57,SHNGU,湘潭,0.5,烂啊，真的烂
2018-10-07 10:52,可爱的Nikki,上海,4,挺好，无功无过
2018-10-07 10:46,_tencent70520979,上海,4,挺好看的啊啊啊啊
2018-10-07 10:38,Oab302580442,乐清,5,电影不错，值得一看
2018-10-07 10:28,_qq6tv1417101348,新乡,4,不定的是真的没有办法啊？我的梦想
2018-10-07 10:28,cJh949217717,北京,3,没想象中的好
2018-10-07 10:26,willingyan,苏州,3,还行吧，只是特效好一点，不是探案。
2018-10-07 11:34,EPU973046468,重庆,3,一般。。。。。。
2018-10-07 11:33,SlH274350205,永康,5,好看。。。。。
2018-10-07 11:27,月半仙人啊,岳阳,3,无厘头的情节
2018-10-07 11:18,钱米西,湖州,4,没以前好看了啊唉
2018-10-07 11:17,zxm19950405,北京,5,非常喜欢的啦
2018-10-07 11:13,无语了天,慈溪,5,太好看啦。牛逼class。
2018-10-07 10:58,spacejinn,常熟,3.5,还是喜欢第一部的悬疑剧情，好演员倒是不少，马思纯是注定要挑大梁的天后级人物
2018-10-07 10:57,SHNGU,湘潭,0.5,烂啊，真的烂
2018-10-07 10:52,可爱的Nikki,上海,4,挺好，无功无过
2018-10-07 10:46,_tencent70520979,上海,4,挺好看的啊啊啊啊
2018-10-07 10:38,Oab302580442,乐清,5,电影不错，值得一看
2018-10-07 10:28,_qq6tv1417101348,新乡,4,不定的是真的没有办法啊？我的梦想
2018-10-07 10:28,cJh949217717,北京,3,没想象中的好
2018-10-07 10:26,willingyan,苏州,3,还行吧，只是特效好一点，不是探案。
2018-10-07 10:08,QJg600468622,集美,4,特效可以，电影一般
2018-10-07 11:33,SlH274350205,永康,5,好看。。。。。
2018-10-07 11:27,月半仙人啊,岳阳,3,无厘头的情节
2018-10-07 11:18,钱米西,湖州,4,没以前好看了啊唉
2018-10-07 11:17,zxm19950405,北京,5,非常喜欢的啦
2018-10-07 11:13,无语了天,慈溪,5,太好看啦。牛逼class。
2018-10-07 10:58,spacejinn,常熟,3.5,还是喜欢第一部的悬疑剧情，好演员倒是不少，马思纯是注定要挑大梁的天后级人物
2018-10-07 10:57,SHNGU,湘潭,0.5,烂啊，真的烂
2018-10-07 10:52,可爱的Nikki,上海,4,挺好，无功无过
2018-10-07 10:46,_tencent70520979,上海,4,挺好看的啊啊啊啊
2018-10-07 10:38,Oab302580442,乐清,5,电影不错，值得一看
2018-10-07 10:28,_qq6tv1417101348,新乡,4,不定的是真的没有办法啊？我的梦想
2018-10-07 10:28,cJh949217717,北京,3,没想象中的好
2018-10-07 10:26,willingyan,苏州,3,还行吧，只是特效好一点，不是探案。
2018-10-07 10:08,QJg600468622,集美,4,特效可以，电影一般
2018-10-07 09:58,阿磊wcl,上海,5,可以 还算行吧
2018-10-07 11:27,月半仙人啊,岳阳,3,无厘头的情节
2018-10-07 11:18,钱米西,湖州,4,没以前好看了啊唉
2018-10-07 11:17,zxm19950405,北京,5,非常喜欢的啦
2018-10-07 11:13,无语了天,慈溪,5,太好看啦。牛逼class。
2018-10-07 10:58,spacejinn,常熟,3.5,还是喜欢第一部的悬疑剧情，好演员倒是不少，马思纯是注定要挑大梁的天后级人物
2018-10-07 10:57,SHNGU,湘潭,0.5,烂啊，真的烂
2018-10-07 10:52,可爱的Nikki,上海,4,挺好，无功无过
2018-10-07 10:46,_tencent70520979,上海,4,挺好看的啊啊啊啊
2018-10-07 10:38,Oab302580442,乐清,5,电影不错，值得一看
2018-10-07 10:28,_qq6tv1417101348,新乡,4,不定的是真的没有办法啊？我的梦想
2018-10-07 10:28,cJh949217717,北京,3,没想象中的好
2018-10-07 10:26,willingyan,苏州,3,还行吧，只是特效好一点，不是探案。
2018-10-07 10:08,QJg600468622,集美,4,特效可以，电影一般
2018-10-07 09:58,阿磊wcl,上海,5,可以 还算行吧
2018-10-07 09:54,SWJ殆弑,赤峰,3,还成吧…特效挺好看的，其他剧情没法看
2018-10-07 11:18,钱米西,湖州,4,没以前好看了啊唉
2018-10-07 11:17,zxm19950405,北京,5,非常喜欢的啦
2018-10-07 11:13,无语了天,慈溪,5,太好看啦。牛逼class。
2018-10-07 10:58,spacejinn,常熟,3.5,还是喜欢第一部的悬疑剧情，好演员倒是不少，马思纯是注定要挑大梁的天后级人物
2018-10-07 10:57,SHNGU,湘潭,0.5,烂啊，真的烂
2018-10-07 10:52,可爱的Nikki,上海,4,挺好，无功无过
2018-10-07 10:46,_tencent70520979,上海,4,挺好看的啊啊啊啊
2018-10-07 10:38,Oab302580442,乐清,5,电影不错，值得一看
2018-10-07 10:28,_qq6tv1417101348,新乡,4,不定的是真的没有办法啊？我的梦想
2018-10-07 10:28,cJh949217717,北京,3,没想象中的好
2018-10-07 10:26,willingyan,苏州,3,还行吧，只是特效好一点，不是探案。
2018-10-07 10:08,QJg600468622,集美,4,特效可以，电影一般
2018-10-07 09:58,阿磊wcl,上海,5,可以 还算行吧
2018-10-07 09:54,SWJ殆弑,赤峰,3,还成吧…特效挺好看的，其他剧情没法看
2018-10-07 09:33,pFa849621366,杭州,5,还不错啊，不值得花钱看
2018-10-07 11:17,zxm19950405,北京,5,非常喜欢的啦
2018-10-07 11:13,无语了天,慈溪,5,太好看啦。牛逼class。
2018-10-07 10:58,spacejinn,常熟,3.5,还是喜欢第一部的悬疑剧情，好演员倒是不少，马思纯是注定要挑大梁的天后级人物
2018-10-07 10:57,SHNGU,湘潭,0.5,烂啊，真的烂
2018-10-07 10:52,可爱的Nikki,上海,4,挺好，无功无过
2018-10-07 10:46,_tencent70520979,上海,4,挺好看的啊啊啊啊
2018-10-07 10:38,Oab302580442,乐清,5,电影不错，值得一看
2018-10-07 10:28,_qq6tv1417101348,新乡,4,不定的是真的没有办法啊？我的梦想
2018-10-07 10:28,cJh949217717,北京,3,没想象中的好
2018-10-07 10:26,willingyan,苏州,3,还行吧，只是特效好一点，不是探案。
2018-10-07 10:08,QJg600468622,集美,4,特效可以，电影一般
2018-10-07 09:58,阿磊wcl,上海,5,可以 还算行吧
2018-10-07 09:54,SWJ殆弑,赤峰,3,还成吧…特效挺好看的，其他剧情没法看
2018-10-07 09:33,pFa849621366,杭州,5,还不错啊，不值得花钱看
2018-10-07 09:27,叶星扬sun,阿拉善盟,4.5,还不错，情节可以
2018-10-07 11:13,无语了天,慈溪,5,太好看啦。牛逼class。
2018-10-07 10:58,spacejinn,常熟,3.5,还是喜欢第一部的悬疑剧情，好演员倒是不少，马思纯是注定要挑大梁的天后级人物
2018-10-07 10:57,SHNGU,湘潭,0.5,烂啊，真的烂
2018-10-07 10:52,可爱的Nikki,上海,4,挺好，无功无过
2018-10-07 10:46,_tencent70520979,上海,4,挺好看的啊啊啊啊
2018-10-07 10:38,Oab302580442,乐清,5,电影不错，值得一看
2018-10-07 10:28,_qq6tv1417101348,新乡,4,不定的是真的没有办法啊？我的梦想
2018-10-07 10:28,cJh949217717,北京,3,没想象中的好
2018-10-07 10:26,willingyan,苏州,3,还行吧，只是特效好一点，不是探案。
2018-10-07 10:08,QJg600468622,集美,4,特效可以，电影一般
2018-10-07 09:58,阿磊wcl,上海,5,可以 还算行吧
2018-10-07 09:54,SWJ殆弑,赤峰,3,还成吧…特效挺好看的，其他剧情没法看
2018-10-07 09:33,pFa849621366,杭州,5,还不错啊，不值得花钱看
2018-10-07 09:27,叶星扬sun,阿拉善盟,4.5,还不错，情节可以
2018-10-07 09:26,陈明亮123,义乌,4,一般吧，没之前的好看
2018-10-07 10:58,spacejinn,常熟,3.5,还是喜欢第一部的悬疑剧情，好演员倒是不少，马思纯是注定要挑大梁的天后级人物
2018-10-07 10:57,SHNGU,湘潭,0.5,烂啊，真的烂
2018-10-07 10:52,可爱的Nikki,上海,4,挺好，无功无过
2018-10-07 10:46,_tencent70520979,上海,4,挺好看的啊啊啊啊
2018-10-07 10:38,Oab302580442,乐清,5,电影不错，值得一看
2018-10-07 10:28,_qq6tv1417101348,新乡,4,不定的是真的没有办法啊？我的梦想
2018-10-07 10:28,cJh949217717,北京,3,没想象中的好
2018-10-07 10:26,willingyan,苏州,3,还行吧，只是特效好一点，不是探案。
2018-10-07 10:08,QJg600468622,集美,4,特效可以，电影一般
2018-10-07 09:58,阿磊wcl,上海,5,可以 还算行吧
2018-10-07 09:54,SWJ殆弑,赤峰,3,还成吧…特效挺好看的，其他剧情没法看
2018-10-07 09:33,pFa849621366,杭州,5,还不错啊，不值得花钱看
2018-10-07 09:27,叶星扬sun,阿拉善盟,4.5,还不错，情节可以
2018-10-07 09:26,陈明亮123,义乌,4,一般吧，没之前的好看
2018-10-07 09:22,天使档案,郑州,4.5,好看啊😄，不错
2018-10-07 10:57,SHNGU,湘潭,0.5,烂啊，真的烂
2018-10-07 10:52,可爱的Nikki,上海,4,挺好，无功无过
2018-10-07 10:46,_tencent70520979,上海,4,挺好看的啊啊啊啊
2018-10-07 10:38,Oab302580442,乐清,5,电影不错，值得一看
2018-10-07 10:28,_qq6tv1417101348,新乡,4,不定的是真的没有办法啊？我的梦想
2018-10-07 10:28,cJh949217717,北京,3,没想象中的好
2018-10-07 10:26,willingyan,苏州,3,还行吧，只是特效好一点，不是探案。
2018-10-07 10:08,QJg600468622,集美,4,特效可以，电影一般
2018-10-07 09:58,阿磊wcl,上海,5,可以 还算行吧
